plant_SZ,seed_SZ,GS
CM24,M44,0.502392453
CM24,M45,0.476202034
CM24,M51,0.39752086
CM24,M53,0.405147073
CM24,M54,0.420452606
CM24,M55,0.434722946
CM24,M56,0.388744044
CM24,MG11,0.637859467
CM24,MG12,0.483561403
CM24,MG13,0.524360043
CM24,NF11,0.786622041
CM24,NM11,0.520118677
CM24,NM21,0.524084084
CM24,PAD11,0.639617
CM24,PRP11,0.895428412
CM24,SA11,0.363724011
CM24,SA12,0.314258908
CM24,SA21,0.203880876
CM24,SA22,0.181530431
CM24,SA31,0.275096554
CM24,SA32,0.31504766
CM24,SA33,0.286483662
CM24,SA41,0.171357211
CM24,SA42,0.20916222
CM24,SA43,0.188726684
CM24,UBH11,0.647548737
CM24,UBH12,0.715836177
CM24,UBH13,0.705345276
CM24,UF11,0.551429366
CM24,UF12,0.575998545
CM24,UF13,0.524722934
CM24,UF14,0.512536241
CM24,UF15,0.500387649
CM24,UF24,0.419827852
CM24,UF25,0.389849941
CM31,AP11,0.625278534
CM31,BSA11,0.407333301
CM31,BSA12,0.392379668
CM31,CM11,0.57103173
CM31,CM12,0.708022395
CM31,CM13,0.642058548
CM31,CM21,0.77162457
CM31,CM22,0.779523475
CM31,CM23,0.802987433
CM31,CM24,0.848911797
CM31,CM31,0.888677352
CM31,CM32,0.910565703
CM31,CM33,0.884048435
CM31,CM34,0.869193216
CM31,CM35,0.835577144
CM31,CP11,0.938156569
CM31,CP12,0.896713749
CM31,DM11,0.725233512
CM31,DM12,0.843485066
CM31,DM13,0.914490973
CM31,DM21,0.936551767
CM31,DM22,0.931520756
CM31,DM23,0.786252943
CM31,DMG11,0.610695199
CM31,FF11,0.714892736
CM31,FP11,0.652958823
CM31,FP12,0.499695078
CM31,KU11,0.431343327
CM31,LBH11,0.605191727
CM31,LBH12,0.493047245
CM31,LBH13,0.674438746
CM31,LBH14,0.730696472
CM31,LBH15,0.803040321
CM31,LBH16,0.749433501
CM31,LBH21,0.453009039
CM31,LF11,0.793048653
CM31,LF12,0.837197391
CM31,LF13,0.768277628
CM31,LF14,0.74639985
CM31,LF15,0.782601727
CM31,LF21,0.699045122
CM31,LF22,0.694362283
CM31,LF23,0.609376811
CM31,M11,0.595022185
CM31,M21,0.574290688
CM31,M22,0.647889977
CM31,M32,0.594800794
CM31,M41,0.502219652
CM31,M42,0.344936563
CM31,M43,0.558468115
CM31,M44,0.557228061
CM31,M45,0.536137388
CM31,M51,0.423522522
CM31,M53,0.440425859
CM31,M54,0.464187356
CM31,M55,0.487085579
CM31,M56,0.439397657
CM31,MG11,0.713970214
CM31,MG12,0.558923937
